timestamp,inference_id,batch_size,inference_time,throughput,gpu_util,gpu_mem,power,cpu_util,power_efficiency
1771096281.9007018,inference_0,2,0.0025949999999284046,770.7129094624969,0.0,223.0,28.59,0.0,26.957429502011085
1771096281.90415,inference_1,2,0.002648399999998219,755.1729346025318,0.0,223.0,28.59,66.7,26.413883686692262
1771096281.9071496,inference_2,2,0.002592699999695469,771.3966136594723,0.0,223.0,28.59,0.0,26.981343604738452
1771096281.9103413,inference_3,2,0.0027421000004324014,729.3680025107109,0.0,223.0,28.59,0.0,25.51129774434106
1771096281.9143403,inference_4,2,0.0029420000000754953,679.809653279632,0.0,223.0,28.59,0.0,23.777882241330257
1771096281.9181347,inference_5,2,0.002913799999987532,686.3889079581845,9.0,223.0,29.2,88.9,23.50646945062276
1771096281.9221416,inference_6,2,0.002782900000056543,718.6747637210694,9.0,223.0,29.2,0.0,24.61214944250238
1771096281.928139,inference_7,2,0.0047882999997455045,417.684773323789,9.0,223.0,29.2,0.0,14.30427305903387
1771096281.9316998,inference_8,2,0.0028797999993912526,694.4926732491043,9.0,223.0,29.2,0.0,23.7839956592159
1771096281.9361598,inference_9,2,0.003225400000701484,620.0781297095012,9.0,223.0,29.2,47.1,21.235552387311685
1771096281.9391606,inference_10,2,0.0027660000005198526,723.0657988518121,9.0,223.0,29.2,0.0,24.762527357938772
1771096281.9444325,inference_11,2,0.0036982999999963795,540.7890111678225,9.0,223.0,29.2,0.0,18.520171615336388
1771096281.9484317,inference_12,2,0.003235399999539368,618.1615875269658,9.0,223.0,29.2,0.0,21.169917381060475
1771096281.9514298,inference_13,2,0.0027002999995602295,740.6584454785467,9.0,223.0,29.2,25.0,25.365015256114614
1771096281.9554322,inference_14,2,0.0027786000000560307,719.7869430503382,9.0,223.0,29.2,0.0,24.650237775696514
1771096281.958432,inference_15,2,0.002969699999994191,673.4687005434597,9.0,223.0,29.2,0.0,23.0639965939541
1771096281.9624298,inference_16,2,0.002642299999934039,756.9163229193986,9.0,223.0,29.2,0.0,25.921791880801322
1771096281.9654322,inference_17,2,0.002833900000041467,705.7412046899096,9.0,223.0,29.2,60.0,24.169219338695537
1771096281.96943,inference_18,2,0.0027048000001741457,739.4262052171074,9.0,223.0,29.2,0.0,25.322815247161213
1771096281.97279,inference_19,2,0.002687299999706738,744.2414320017332,9.0,223.0,29.2,0.0,25.487720274031958
